Question,Category,SubCategory
Tehran Iran Canberra Australia,semeantic,: capital-common-countries
Tehran Iran Hanoi Vietnam,semeantic,: capital-common-countries
Tehran Iran Havana Cuba,semeantic,: capital-common-countries
Tehran Iran Helsinki Finland,semeantic,: capital-common-countries
Tehran Iran Islamabad Pakistan,semeantic,: capital-common-countries
Tehran Iran Kabul Afghanistan,semeantic,: capital-common-countries
Tehran Iran London England,semeantic,: capital-common-countries
Tehran Iran Madrid Spain,semeantic,: capital-common-countries
Tehran Iran Moscow Russia,semeantic,: capital-common-countries
Tehran Iran Oslo Norway,semeantic,: capital-common-countries
Tehran Iran Ottawa Canada,semeantic,: capital-common-countries
Tehran Iran Paris France,semeantic,: capital-common-countries
Tehran Iran Rome Italy,semeantic,: capital-common-countries
Tehran Iran Stockholm Sweden,semeantic,: capital-common-countries
Tokyo Japan Athens Greece,semeantic,: capital-common-countries
Tokyo Japan Baghdad Iraq,semeantic,: capital-common-countries
Tokyo Japan Bangkok Thailand,semeantic,: capital-common-countries
Tokyo Japan Beijing China,semeantic,: capital-common-countries
Tokyo Japan Berlin Germany,semeantic,: capital-common-countries
Tokyo Japan Bern Switzerland,semeantic,: capital-common-countries
Tokyo Japan Cairo Egypt,semeantic,: capital-common-countries
Tokyo Japan Canberra Australia,semeantic,: capital-common-countries
Tokyo Japan Hanoi Vietnam,semeantic,: capital-common-countries
Tokyo Japan Havana Cuba,semeantic,: capital-common-countries
Tokyo Japan Helsinki Finland,semeantic,: capital-common-countries
Tokyo Japan Islamabad Pakistan,semeantic,: capital-common-countries
Tokyo Japan Kabul Afghanistan,semeantic,: capital-common-countries
Tokyo Japan London England,semeantic,: capital-common-countries
Tokyo Japan Madrid Spain,semeantic,: capital-common-countries
Tokyo Japan Moscow Russia,semeantic,: capital-common-countries
Tokyo Japan Oslo Norway,semeantic,: capital-common-countries
Tokyo Japan Ottawa Canada,semeantic,: capital-common-countries
Tokyo Japan Paris France,semeantic,: capital-common-countries
Tokyo Japan Rome Italy,semeantic,: capital-common-countries
Tokyo Japan Stockholm Sweden,semeantic,: capital-common-countries
Tokyo Japan Tehran Iran,semeantic,: capital-common-countries
Abuja Nigeria Accra Ghana,semeantic,: capital-world
Abuja Nigeria Algiers Algeria,semeantic,: capital-world
Abuja Nigeria Amman Jordan,semeantic,: capital-world
Abuja Nigeria Ankara Turkey,semeantic,: capital-world
Abuja Nigeria Antananarivo Madagascar,semeantic,: capital-world
Abuja Nigeria Apia Samoa,semeantic,: capital-world
Abuja Nigeria Ashgabat Turkmenistan,semeantic,: capital-world
Abuja Nigeria Asmara Eritrea,semeantic,: capital-world
Abuja Nigeria Astana Kazakhstan,semeantic,: capital-world
Abuja Nigeria Athens Greece,semeantic,: capital-world
Abuja Nigeria Baghdad Iraq,semeantic,: capital-world
Abuja Nigeria Baku Azerbaijan,semeantic,: capital-world
Abuja Nigeria Bamako Mali,semeantic,: capital-world
Abuja Nigeria Bangkok Thailand,semeantic,: capital-world
Abuja Nigeria Banjul Gambia,semeantic,: capital-world
Abuja Nigeria Beijing China,semeantic,: capital-world
Abuja Nigeria Beirut Lebanon,semeantic,: capital-world
Abuja Nigeria Belgrade Serbia,semeantic,: capital-world
Abuja Nigeria Belmopan Belize,semeantic,: capital-world
Abuja Nigeria Berlin Germany,semeantic,: capital-world
Abuja Nigeria Bern Switzerland,semeantic,: capital-world
Abuja Nigeria Bishkek Kyrgyzstan,semeantic,: capital-world
Abuja Nigeria Bratislava Slovakia,semeantic,: capital-world
Abuja Nigeria Brussels Belgium,semeantic,: capital-world
Abuja Nigeria Bucharest Romania,semeantic,: capital-world
Abuja Nigeria Budapest Hungary,semeantic,: capital-world
Abuja Nigeria Bujumbura Burundi,semeantic,: capital-world
Abuja Nigeria Cairo Egypt,semeantic,: capital-world
Abuja Nigeria Canberra Australia,semeantic,: capital-world
Abuja Nigeria Caracas Venezuela,semeantic,: capital-world
Abuja Nigeria Chisinau Moldova,semeantic,: capital-world
Abuja Nigeria Conakry Guinea,semeantic,: capital-world
Abuja Nigeria Copenhagen Denmark,semeantic,: capital-world
Abuja Nigeria Dakar Senegal,semeantic,: capital-world
Abuja Nigeria Damascus Syria,semeantic,: capital-world
Abuja Nigeria Dhaka Bangladesh,semeantic,: capital-world
Abuja Nigeria Doha Qatar,semeantic,: capital-world
Abuja Nigeria Dublin Ireland,semeantic,: capital-world
Abuja Nigeria Dushanbe Tajikistan,semeantic,: capital-world
Accra Ghana Algiers Algeria,semeantic,: capital-world
Accra Ghana Amman Jordan,semeantic,: capital-world
Accra Ghana Ankara Turkey,semeantic,: capital-world
Accra Ghana Antananarivo Madagascar,semeantic,: capital-world
Accra Ghana Apia Samoa,semeantic,: capital-world
Accra Ghana Ashgabat Turkmenistan,semeantic,: capital-world
Accra Ghana Asmara Eritrea,semeantic,: capital-world
Accra Ghana Astana Kazakhstan,semeantic,: capital-world
Accra Ghana Athens Greece,semeantic,: capital-world
Accra Ghana Baghdad Iraq,semeantic,: capital-world
Accra Ghana Baku Azerbaijan,semeantic,: capital-world
Accra Ghana Bamako Mali,semeantic,: capital-world
Accra Ghana Bangkok Thailand,semeantic,: capital-world
Accra Ghana Banjul Gambia,semeantic,: capital-world
Accra Ghana Beijing China,semeantic,: capital-world
Accra Ghana Beirut Lebanon,semeantic,: capital-world
Accra Ghana Belgrade Serbia,semeantic,: capital-world
Accra Ghana Belmopan Belize,semeantic,: capital-world
Accra Ghana Berlin Germany,semeantic,: capital-world
Accra Ghana Bern Switzerland,semeantic,: capital-world
Accra Ghana Bishkek Kyrgyzstan,semeantic,: capital-world
Accra Ghana Bratislava Slovakia,semeantic,: capital-world
Accra Ghana Brussels Belgium,semeantic,: capital-world
Accra Ghana Bucharest Romania,semeantic,: capital-world
Accra Ghana Budapest Hungary,semeantic,: capital-world
Accra Ghana Bujumbura Burundi,semeantic,: capital-world
Accra Ghana Cairo Egypt,semeantic,: capital-world
Accra Ghana Canberra Australia,semeantic,: capital-world
Accra Ghana Caracas Venezuela,semeantic,: capital-world
Accra Ghana Chisinau Moldova,semeantic,: capital-world
Accra Ghana Conakry Guinea,semeantic,: capital-world
Accra Ghana Copenhagen Denmark,semeantic,: capital-world
Accra Ghana Dakar Senegal,semeantic,: capital-world
Accra Ghana Damascus Syria,semeantic,: capital-world
Accra Ghana Dhaka Bangladesh,semeantic,: capital-world
Accra Ghana Doha Qatar,semeantic,: capital-world
Accra Ghana Dublin Ireland,semeantic,: capital-world
Accra Ghana Dushanbe Tajikistan,semeantic,: capital-world
Accra Ghana Funafuti Tuvalu,semeantic,: capital-world
Algiers Algeria Amman Jordan,semeantic,: capital-world
Algiers Algeria Ankara Turkey,semeantic,: capital-world
Algiers Algeria Antananarivo Madagascar,semeantic,: capital-world
Algiers Algeria Apia Samoa,semeantic,: capital-world
Algiers Algeria Ashgabat Turkmenistan,semeantic,: capital-world
Algiers Algeria Asmara Eritrea,semeantic,: capital-world
Algiers Algeria Astana Kazakhstan,semeantic,: capital-world
Algiers Algeria Athens Greece,semeantic,: capital-world
Algiers Algeria Baghdad Iraq,semeantic,: capital-world
Algiers Algeria Baku Azerbaijan,semeantic,: capital-world
Algiers Algeria Bamako Mali,semeantic,: capital-world
Algiers Algeria Bangkok Thailand,semeantic,: capital-world
Algiers Algeria Banjul Gambia,semeantic,: capital-world
Algiers Algeria Beijing China,semeantic,: capital-world
Algiers Algeria Beirut Lebanon,semeantic,: capital-world
Algiers Algeria Belgrade Serbia,semeantic,: capital-world
Algiers Algeria Belmopan Belize,semeantic,: capital-world
Algiers Algeria Berlin Germany,semeantic,: capital-world
Algiers Algeria Bern Switzerland,semeantic,: capital-world
Algiers Algeria Bishkek Kyrgyzstan,semeantic,: capital-world
Algiers Algeria Bratislava Slovakia,semeantic,: capital-world
Algiers Algeria Brussels Belgium,semeantic,: capital-world
Algiers Algeria Bucharest Romania,semeantic,: capital-world
Algiers Algeria Budapest Hungary,semeantic,: capital-world
Algiers Algeria Bujumbura Burundi,semeantic,: capital-world
Algiers Algeria Cairo Egypt,semeantic,: capital-world
Algiers Algeria Canberra Australia,semeantic,: capital-world
Algiers Algeria Caracas Venezuela,semeantic,: capital-world
Algiers Algeria Chisinau Moldova,semeantic,: capital-world
Algiers Algeria Conakry Guinea,semeantic,: capital-world
Algiers Algeria Copenhagen Denmark,semeantic,: capital-world
Algiers Algeria Dakar Senegal,semeantic,: capital-world
Algiers Algeria Damascus Syria,semeantic,: capital-world
Algiers Algeria Dhaka Bangladesh,semeantic,: capital-world
Algiers Algeria Doha Qatar,semeantic,: capital-world
Algiers Algeria Dublin Ireland,semeantic,: capital-world
Algiers Algeria Dushanbe Tajikistan,semeantic,: capital-world
Algiers Algeria Funafuti Tuvalu,semeantic,: capital-world
Algiers Algeria Gaborone Botswana,semeantic,: capital-world
Amman Jordan Ankara Turkey,semeantic,: capital-world
Amman Jordan Antananarivo Madagascar,semeantic,: capital-world
Amman Jordan Apia Samoa,semeantic,: capital-world
Amman Jordan Ashgabat Turkmenistan,semeantic,: capital-world
Amman Jordan Asmara Eritrea,semeantic,: capital-world
Amman Jordan Astana Kazakhstan,semeantic,: capital-world
Amman Jordan Athens Greece,semeantic,: capital-world
Amman Jordan Baghdad Iraq,semeantic,: capital-world
Amman Jordan Baku Azerbaijan,semeantic,: capital-world
Amman Jordan Bamako Mali,semeantic,: capital-world
Amman Jordan Bangkok Thailand,semeantic,: capital-world
Amman Jordan Banjul Gambia,semeantic,: capital-world
Amman Jordan Beijing China,semeantic,: capital-world
Amman Jordan Beirut Lebanon,semeantic,: capital-world
Amman Jordan Belgrade Serbia,semeantic,: capital-world
Amman Jordan Belmopan Belize,semeantic,: capital-world
Amman Jordan Berlin Germany,semeantic,: capital-world
Amman Jordan Bern Switzerland,semeantic,: capital-world
Amman Jordan Bishkek Kyrgyzstan,semeantic,: capital-world
Amman Jordan Bratislava Slovakia,semeantic,: capital-world
Amman Jordan Brussels Belgium,semeantic,: capital-world
Amman Jordan Bucharest Romania,semeantic,: capital-world
Amman Jordan Budapest Hungary,semeantic,: capital-world
Amman Jordan Bujumbura Burundi,semeantic,: capital-world
Amman Jordan Cairo Egypt,semeantic,: capital-world
Amman Jordan Canberra Australia,semeantic,: capital-world
Amman Jordan Caracas Venezuela,semeantic,: capital-world
Amman Jordan Chisinau Moldova,semeantic,: capital-world
Amman Jordan Conakry Guinea,semeantic,: capital-world
Amman Jordan Copenhagen Denmark,semeantic,: capital-world
Amman Jordan Dakar Senegal,semeantic,: capital-world
Amman Jordan Damascus Syria,semeantic,: capital-world
Amman Jordan Dhaka Bangladesh,semeantic,: capital-world
Amman Jordan Doha Qatar,semeantic,: capital-world
Amman Jordan Dublin Ireland,semeantic,: capital-world
Amman Jordan Dushanbe Tajikistan,semeantic,: capital-world
Amman Jordan Funafuti Tuvalu,semeantic,: capital-world
Amman Jordan Gaborone Botswana,semeantic,: capital-world
Amman Jordan Georgetown Guyana,semeantic,: capital-world
Ankara Turkey Antananarivo Madagascar,semeantic,: capital-world
Ankara Turkey Apia Samoa,semeantic,: capital-world
Ankara Turkey Ashgabat Turkmenistan,semeantic,: capital-world
Ankara Turkey Asmara Eritrea,semeantic,: capital-world
Ankara Turkey Astana Kazakhstan,semeantic,: capital-world
Ankara Turkey Athens Greece,semeantic,: capital-world
Ankara Turkey Baghdad Iraq,semeantic,: capital-world
Ankara Turkey Baku Azerbaijan,semeantic,: capital-world
Ankara Turkey Bamako Mali,semeantic,: capital-world
Ankara Turkey Bangkok Thailand,semeantic,: capital-world
Ankara Turkey Banjul Gambia,semeantic,: capital-world
Ankara Turkey Beijing China,semeantic,: capital-world
Ankara Turkey Beirut Lebanon,semeantic,: capital-world
Ankara Turkey Belgrade Serbia,semeantic,: capital-world
Ankara Turkey Belmopan Belize,semeantic,: capital-world
Ankara Turkey Berlin Germany,semeantic,: capital-world
Ankara Turkey Bern Switzerland,semeantic,: capital-world
Ankara Turkey Bishkek Kyrgyzstan,semeantic,: capital-world
Ankara Turkey Bratislava Slovakia,semeantic,: capital-world
Ankara Turkey Brussels Belgium,semeantic,: capital-world
Ankara Turkey Bucharest Romania,semeantic,: capital-world
Ankara Turkey Budapest Hungary,semeantic,: capital-world
Ankara Turkey Bujumbura Burundi,semeantic,: capital-world
Ankara Turkey Cairo Egypt,semeantic,: capital-world
Ankara Turkey Canberra Australia,semeantic,: capital-world
Ankara Turkey Caracas Venezuela,semeantic,: capital-world
Ankara Turkey Chisinau Moldova,semeantic,: capital-world
Ankara Turkey Conakry Guinea,semeantic,: capital-world
Ankara Turkey Copenhagen Denmark,semeantic,: capital-world
Ankara Turkey Dakar Senegal,semeantic,: capital-world
Ankara Turkey Damascus Syria,semeantic,: capital-world
Ankara Turkey Dhaka Bangladesh,semeantic,: capital-world
Ankara Turkey Doha Qatar,semeantic,: capital-world
Ankara Turkey Dublin Ireland,semeantic,: capital-world
Ankara Turkey Dushanbe Tajikistan,semeantic,: capital-world
Ankara Turkey Funafuti Tuvalu,semeantic,: capital-world
Ankara Turkey Gaborone Botswana,semeantic,: capital-world
Ankara Turkey Georgetown Guyana,semeantic,: capital-world
Ankara Turkey Hanoi Vietnam,semeantic,: capital-world
Antananarivo Madagascar Apia Samoa,semeantic,: capital-world
Antananarivo Madagascar Ashgabat Turkmenistan,semeantic,: capital-world
Antananarivo Madagascar Asmara Eritrea,semeantic,: capital-world
Antananarivo Madagascar Astana Kazakhstan,semeantic,: capital-world
Antananarivo Madagascar Athens Greece,semeantic,: capital-world
Antananarivo Madagascar Baghdad Iraq,semeantic,: capital-world
Antananarivo Madagascar Baku Azerbaijan,semeantic,: capital-world
Antananarivo Madagascar Bamako Mali,semeantic,: capital-world
Antananarivo Madagascar Bangkok Thailand,semeantic,: capital-world
Antananarivo Madagascar Banjul Gambia,semeantic,: capital-world
